Id, name, nation, day of birth, points, category, weight, gender
16248, ESSOUGHE NTOUTOUME Nancy Tatiana, Gabon, 11-11-1111, 2.5, senior, -53, female
16249, TALAAT ABDELAZIZ MOHAMED Reem, Egypt, 11-11-1111, 2.5, senior, -53, female
16250, MAYER Leonie Johanna, Germany, 11-11-1111, 2.5, senior, -53, female
16251, FARHOUD Neda, Oman, 11-11-1111, 2.5, senior, -53, female
16252, VILI MAGELE Cecilia Theresa, Samoa, 11-11-1111, 2.5, senior, -53, female
16253, CACERES DIAZ Mayra Alexandra, Paraguay, 11-11-1111, 2.5, senior, -53, female
16254, GARCIA Laura, Colombia, 11-11-1111, 2.5, senior, -53, female
16255, GRETARSDOTTIR Ingibjorg Erla, Iceland, 28-04-1994, 2.5, senior, -53, female
16256, JENKINS Ffion, United Kingdom of Great Britai, 11-11-1111, 2.5, senior, -53, female
16257, MILAN Julia, Brazil, 11-11-1111, 2.5, senior, -53, female
16258, FERNANDEZ SEDANO Nerea, Spain, 11-11-1111, 2.5, senior, -53, female
16259, PHAM Ngoc Cham, Viet Nam, 11-11-1111, 2.5, senior, -53, female
16260, KHUSNIDDINOVA Zarnigor, Uzbekistan, 11-11-1111, 2.5, senior, -53, female
16261, KIM Ga-Hyeon, Korea, 11-11-1111, 2.5, senior, -53, female
16262, KINDL Magdalena, Austria, 11-11-1111, 2.5, senior, -53, female
16263, HUANG Shih-Hui, Taiwan, 11-11-1111, 2.5, senior, -53, female
16264, KISHIDA Ruka, Japan, 11-11-1111, 2.5, senior, -53, female
16265, TAKIGAWA Sena, Japan, 11-11-1111, 2.5, senior, -53, female
16266, SOBKO Viktoriya, Ukraine, 15-05-2001, 2.44, senior, -53, female
16267, KRIVEICHENKO Elena, Russian Federation, 11-11-1111, 2.38, senior, -53, female
16268, AZIZI Negar, Iran, 11-11-1111, 2.38, senior, -53, female
16269, ASPROGERAKA Andriana, Greece, 17-08-1997, 2.36, senior, -53, female
16270, GAVIN Lindsay, New Caledonia, 23-03-1994, 2.33, senior, -53, female
16271, KURBONALIEVA Madinakhon, Uzbekistan, 11-11-1111, 2.3, senior, -53, female
16272, LIM Geum-Byeol, Korea, 23-06-1998, 2.27, senior, -53, female
16273, JOVIC Teodora, Serbia, 27-12-2001, 2.25, senior, -53, female
16274, RUIZ DIAZ Yuliana, Argentina, 11-11-1111, 2.25, senior, -53, female
16275, CHANG Rui-En, Taiwan, 11-11-1111, 2.25, senior, -53, female
16276, MILIC Milica, Serbia, 11-11-1111, 2.25, senior, -53, female
16277, PEREA Karla, United States of America, 11-11-1111, 2.25, senior, -53, female
16278, ALSHARIF Taiba Khalid y, Saudi Arabia, 11-11-1111, 2.25, senior, -53, female
16279, LECLERC Gabrielle, Canada, 11-11-1111, 2.25, senior, -53, female
16280, JONGKOLRATTANAWATTANA Chutikan, Thailand, 11-11-1111, 2.25, senior, -53, female
16281, SABIR Zoya, Pakistan, 11-11-1111, 2.25, senior, -53, female
16282, CHEN Lin, China, 11-11-1111, 2.25, senior, -53, female
16283, ROVITHIS Anastasia, Germany, 14-05-2003, 2.25, senior, -53, female
16284, MINA AYOVI Mell Karen, Ecuador, 23-10-2002, 2.22, senior, -53, female
16285, ARAGON Rhezie, Philippines, 20-09-1996, 2.19, senior, -53, female
16286, PALMER SOLER Blanca, Spain, 10-02-1999, 2.18, senior, -53, female
16287, AMAREH Hadiseh, Iran, 11-11-1111, 2.13, senior, -53, female
16288, MALIK Kashish, India, 04-07-2000, 2.11, senior, -53, female
16289, PIMENTEL RODRIGUEZ Monica Fiorella, Aruba, 07-01-1989, 2.1, senior, -53, female
16290, CHELOKHSAEVA Anisiia, Russian Federation, 13-11-1997, 2.03, senior, -53, female
16291, DELLAN MORAO Virginia, Venezuela, 07-11-1992, 2.03, senior, -53, female
16292, KIRANSAL Hulya Eda, Turkey, 11-11-1111, 2, senior, -53, female
16293, MOMENZADEH Mahla, Iran, 15-09-2002, 2, senior, -53, female
16294, CHARGUALAF Tierra-Lynn, Guam, 11-11-1111, 2, senior, -53, female
16295, MASIELLO Giuliana, Australia, 11-11-1111, 2, senior, -53, female
16296, LOPEZ VERDUGO Javiera, Chile, 01-07-2000, 2, senior, -53, female
16297, VATAN DOOST Zahra, Iran, 11-11-1111, 2, senior, -53, female
16298, STINGL Jennifer, Austria, 28-12-1998, 2, senior, -53, female
16299, DARAGHMI Bana, Jordan, 11-11-1111, 1.99, senior, -53, female
16300, HO Thi Kim Ngan, Viet Nam, 11-02-2001, 1.97, senior, -53, female
16301, CHAMBERS Aziza, United States of America, 06-03-1989, 1.94, senior, -53, female
16302, BEROS Kristina, Hrvatska, 23-02-1999, 1.94, senior, -53, female
16303, GARCIA BARRERA Laura Sofia, Colombia, 23-12-1994, 1.93, senior, -53, female
16304, RAI Yunisha, Nepal, 11-11-1111, 1.91, senior, -53, female
16305, TUBBS Casandre Nicole, United States of America, 26-02-1999, 1.91, senior, -53, female
16306, YILMAZ Tugba, Turkey, 24-01-2000, 1.89, senior, -53, female
16307, TAMER SALAHELDEIN Tala, Egypt, 11-11-1111, 1.88, senior, -53, female
16308, BARJASTEH SHAHKOLA Hamta, Iran, 11-11-1111, 1.88, senior, -53, female
16309, MAZURKEVICH Krystsina, Belarus, 11-11-1111, 1.88, senior, -53, female
16310, MORALES Kaylah, United States of America, 11-11-1111, 1.86, senior, -53, female
16311, SCHNELL Andrea, Switzerland, 24-02-1999, 1.83, senior, -53, female
16312, MENDOZA ShantelleTolentino, Denmark, 11-11-1111, 1.81, senior, -53, female
16313, NDOYE Coumbia Niang, Senegal, 15-01-1993, 1.81, senior, -53, female
16314, ALVAREZ LOZANO Maria Helena, Colombia, 07-04-2001, 1.81, senior, -53, female
16315, CHEKANOVA Elizaveta, Russian Federation, 11-11-1111, 1.78, senior, -53, female
16316, SOBIRJONOVA Ozoda, Uzbekistan, 11-11-1111, 1.78, senior, -53, female
16317, LEONG Samantha, United States of America, 22-04-1993, 1.76, senior, -53, female
16318, MIRZAEE Zahro, Afghanistan, 11-11-1111, 1.75, senior, -53, female
16319, ZAMBRANO MONTIEL Andrea, Mexico, 11-11-1111, 1.75, senior, -53, female
16320, MA Yu-Hsin, Taiwan, 11-11-1111, 1.75, senior, -53, female
16321, JIMOH SALAMI Fatimata, Niger, 11-11-1111, 1.75, senior, -53, female
16322, SOUMANA Farida, Niger, 11-11-1111, 1.75, senior, -53, female
16323, VILLAMIL SARDINA Dalila Oneida, Cuba, 11-11-1111, 1.75, senior, -53, female
16324, LIU Kaiqi, China, 05-12-1999, 1.67, senior, -53, female
16325, ANEZ LARA Maria Celeste, Bolivia, 21-01-2004, 1.63, senior, -53, female
16326, MAMADIBRAGIMOVA Dinorahon, Uzbekistan, 08-06-1997, 1.62, senior, -53, female
16327, AKAE Sayoko, Japan, 11-11-1111, 1.59, senior, -53, female
16328, MBUBU FLORE Flore, Congo, 25-05-2000, 1.59, senior, -53, female
16329, FIKADU Tsebaot Gosaye, Ethiopia, 09-02-2002, 1.56, senior, -53, female
16330, FILIPPOVA Arina, Russian Federation, 11-11-1111, 1.56, senior, -53, female
16331, ZAHRUDDIN Nur Fadzlyn, Singapore, 09-01-1998, 1.55, senior, -53, female
16332, AHARON ben Sarah, Israel, 11-11-1111, 1.55, senior, -53, female
16333, BROWN Charlotte, Canada, 09-09-1993, 1.53, senior, -53, female
16334, IGUMENOVA Svetlana, Russian Federation, 11-03-1988, 1.5, senior, -53, female
16335, RIVEROS Johanna, Chile, 11-11-1111, 1.5, senior, -53, female
16336, CAMPOS CARRENO Elizabeth, Chile, 11-11-1111, 1.5, senior, -53, female
16337, KATOH Yuzuho, Japan, 11-11-1111, 1.5, senior, -53, female
16338, MENDIVELSO Natalia Andrea, Costa Rica, 11-11-1111, 1.5, senior, -53, female
16339, LIMA Vitoria, Brazil, 11-11-1111, 1.5, senior, -53, female
16340, ELZANATY Mariam, Egypt, 11-11-1111, 1.5, senior, -53, female
16341, STEFANOU Aikaterini, Greece, 11-11-1111, 1.5, senior, -53, female
16342, BORISOVA Borislava, Bulgaria, 11-11-1111, 1.5, senior, -53, female
16343, CATALAN MEDEL Denisse, Chile, 11-11-1111, 1.5, senior, -53, female
16344, CHANG Jui-En, Taiwan, 11-11-1111, 1.5, senior, -53, female
16345, ZOMBAKA NDONG Cruisita Sandra, Gabon, 11-11-1111, 1.5, senior, -53, female
16346, GUTIERREZ BASAEZ Isidora, Chile, 11-11-1111, 1.5, senior, -53, female
16347, DEMIAN Carla, Lebanon, 11-11-1111, 1.5, senior, -53, female
16348, KHORSHIDI Ayda, United Arab Emirates, 11-11-1111, 1.5, senior, -53, female
16349, AHMAD Shams, Syrian, 11-11-1111, 1.5, senior, -53, female
16350, CEDENO YANEZ Angelina Beatriz, Ecuador, 11-11-1111, 1.5, senior, -53, female
16351, CHIRINOS Jaimar Saray, Aruba, 11-11-1111, 1.5, senior, -53, female
16352, TAMER MOHAMED ABDELMONIEM Noran, Egypt, 11-11-1111, 1.5, senior, -53, female
16353, KAMKASOUMPHOU Leyna, France, 11-11-1111, 1.5, senior, -53, female
16354, MADUNA Nonhle, Swaziland, 11-11-1111, 1.5, senior, -53, female
16355, REHANI Dalya, France, 11-10-2003, 1.5, senior, -53, female
16356, ADELAIDE de SOUSA FERNANDES Santina, Timor-L'este, 11-11-1111, 1.5, senior, -53, female
16357, ALSALAH Fatimah, Saudi Arabia, 11-11-1111, 1.5, senior, -53, female
16358, NIYOMWUNGERE Arlene Fanuella, Burundi, 11-11-1111, 1.5, senior, -53, female
16359, TABIANDO Realis Lorena, Philippines, 11-11-1111, 1.5, senior, -53, female
16360, ABDELAZIM Basant Ashraf, United Arab Emirates, 11-11-1111, 1.5, senior, -53, female
16361, TESIC Nadja, Canada, 11-11-1111, 1.5, senior, -53, female
16362, SIDIBE Mariam, Mali, 11-11-1111, 1.5, senior, -53, female
16363, YU Jolyn, Solomon Islands, 11-11-1111, 1.5, senior, -53, female
16364, VINDELL Janelsky Nazareth, Nicaragua, 11-11-1111, 1.5, senior, -53, female
16365, SHAHRAKI Laila, United States of America, 11-11-1111, 1.5, senior, -53, female
16366, HAMADATAHER HAROUNA Zeinab, Niger, 11-11-1111, 1.5, senior, -53, female
16367, HABIJANCIC Sara, Hrvatska, 11-11-1111, 1.5, senior, -53, female
16368, AIMAN ZEITOUN Sara, Egypt, 11-11-1111, 1.5, senior, -53, female
16369, ACOSTA Lourdes, Argentina, 11-11-1111, 1.5, senior, -53, female
16370, VAISHNAVE, India, 11-11-1111, 1.5, senior, -53, female
16371, PAPPA Christina, Greece, 11-11-1111, 1.5, senior, -53, female
16372, HAYYAN Eithar Mohammed I, Saudi Arabia, 11-11-1111, 1.5, senior, -53, female
16373, HORTA MORAGA Paulina, Chile, 11-11-1111, 1.5, senior, -53, female
16374, LAKITA, India, 11-11-1111, 1.5, senior, -53, female
16375, LIPATOVA Yuliana, Ukraine, 12-06-2003, 1.5, senior, -53, female
16376, GONZALEZ Genesis, Venezuela, 11-11-1111, 1.5, senior, -53, female
16377, GRIPPOLI GAGLIARDO Maria Sara, Uruguay, 11-11-1111, 1.5, senior, -53, female
16378, ABDOULAYE Kadidjatou, Niger, 11-11-1111, 1.5, senior, -53, female
16379, RACHE Tania Maria, Romania, 11-11-1111, 1.5, senior, -53, female
16380, MIRSHAKARZODA Shirinmohi, Tajikistan, 11-11-1111, 1.5, senior, -53, female
16381, TRAILL Venice Elizabeth Megan, Fiji, 15-12-1997, 1.5, senior, -53, female
16382, VAITSEKHOVICH Aleksandra, Belarus, 11-11-1111, 1.5, senior, -53, female
16383, HAMAIDI Natali, Jordan, 18-09-2002, 1.5, senior, -53, female
16384, ALISSA Noura Khaled M, Saudi Arabia, 11-11-1111, 1.5, senior, -53, female
16385, JOUMAA Warda, Syrian, 11-11-1111, 1.5, senior, -53, female
16386, KAVELJ Stela, Hrvatska, 11-11-1111, 1.5, senior, -53, female
16387, LEE Ye-Ji, Korea, 11-11-1111, 1.5, senior, -53, female
16388, ZAHRAA KHAWAR Fateemaah Tu, Pakistan, 11-11-1111, 1.5, senior, -53, female
16389, PEREIRA da GRACA Maria Gabriela, Brazil, 11-11-1111, 1.5, senior, -53, female
16390, SHERIF HAMDY Leila, Egypt, 11-11-1111, 1.5, senior, -53, female
16391, FAIDI Joud, Jordan, 11-11-1111, 1.5, senior, -53, female
16392, NAJAFI Shaparak, Iran, 11-11-1111, 1.5, senior, -53, female
16393, CHARALAMBOUS Ioanna, Cyprus, 11-11-1111, 1.5, senior, -53, female
16394, ALAWADHI Bedoor, Kuwait, 11-11-1111, 1.5, senior, -53, female
16395, GARBETT Latisha, United Kingdom of Great Britai, 11-11-1111, 1.5, senior, -53, female
16396, AKHMEDOVA Nodira, Kazakhstan, 11-11-1111, 1.5, senior, -53, female
16397, KRUSH Dyana, Ukraine, 08-03-2006, 1.5, senior, -53, female
16398, MAJIDOVA Fatma, Azerbaijan, 11-11-1111, 1.5, senior, -53, female
16399, JAFARI BAKLANI Fatemeh, Iran, 11-11-1111, 1.47, senior, -53, female
16400, EVLAMPYEVA Elena, Russian Federation, 06-06-1995, 1.45, senior, -53, female
16401, ABU EISHEH Luna, Jordan, 03-07-1998, 1.39, senior, -53, female
16402, HSIAO SENG Jennifer Susan Lay, Timor-L'este, 11-11-1111, 1.38, senior, -53, female
16403, MALAKOUTIKHAH Maryam, Iran, 11-11-1111, 1.38, senior, -53, female
16404, DOSUCUKUR Zehra, Turkey, 30-01-1997, 1.37, senior, -53, female
16405, KIM Ekaterina, Russian Federation, 06-10-1993, 1.36, senior, -53, female
16406, MITROVIC Teodora, Montenegro, 16-10-1995, 1.35, senior, -53, female
16407, YESBERGENOVA Ainur, Kazakhstan, 11-02-1998, 1.33, senior, -53, female
16408, ANDUJAR HERRERA Genesis Carolina, Dominican Republic, 19-05-1997, 1.33, senior, -53, female
16409, SOUALILI Nesrine Souad, Algeria, 11-11-1111, 1.31, senior, -53, female
16410, BAMA Ida Kevine, Burkina Faso, 11-11-1111, 1.31, senior, -53, female
16411, EVOLO Gianela Agustina, Argentina, 26-06-2001, 1.3, senior, -53, female
16412, NAGANO Kiyoko, Japan, 01-09-1995, 1.27, senior, -53, female
16413, CASTILLO Marubenis, Cuba, 11-11-1111, 1.25, senior, -53, female
16414, LEITE MACEDO Ana Carolina, Brazil, 11-11-1111, 1.25, senior, -53, female
16415, HALIMATOU Sadou Amadou, Niger, 11-11-1111, 1.25, senior, -53, female
16416, VAZQUEZ NARANJO Rosa Angelica, Cuba, 11-11-1111, 1.25, senior, -53, female
16417, CAUSSE Estelle, France, 09-04-2004, 1.25, senior, -53, female
16418, ORELLANA Josefa, Chile, 11-11-1111, 1.25, senior, -53, female
16419, OUSSEINI ALMAGANDA Maimouna, Niger, 11-11-1111, 1.25, senior, -53, female
16420, SAHINBAZ Gozde, Turkey, 11-11-1111, 1.25, senior, -53, female
16421, MLINARIC Tia, United Kingdom of Great Britai, 11-11-1111, 1.25, senior, -53, female
16422, SENYURT Aleyna, Turkey, 11-11-1111, 1.25, senior, -53, female
16423, RODRIGUEZ Monique, United States of America, 22-09-1999, 1.24, senior, -53, female
16424, NOOR Ayesha, Pakistan, 28-09-1996, 1.23, senior, -53, female
16425, PHAM Thi Thu Hien, Viet Nam, 07-02-1995, 1.23, senior, -53, female
16426, KOTSIS Edina, Hungary, 27-06-1990, 1.22, senior, -53, female
16427, JAMIOLKOWSKA Ewa, Poland, 11-11-1111, 1.22, senior, -53, female
16428, KOPCSIK Laura, Hungary, 11-05-2001, 1.22, senior, -53, female
16429, LAGUNA PEREZ Irene, Spain, 30-09-2000, 1.21, senior, -53, female
16430, ATORA Emmanuella, Gabon, 11-11-1111, 1.21, senior, -53, female
16431, TASLAK Ana, Hrvatska, 20-07-2000, 1.2, senior, -53, female
16432, MANGEE Raakaba, Kiribati, 11-11-1111, 1.19, senior, -53, female
16433, TSANTOUKLA Apostolia, Greece, 11-11-1111, 1.18, senior, -53, female
16434, AGUIRRE CRESPO Yania, Cuba, 19-06-1989, 1.17, senior, -53, female
16435, GIAKOUMOPOULOU Anna, Greece, 11-11-1111, 1.16, senior, -53, female
16436, JABER Layan, Palestinian Territory, 10-08-1997, 1.15, senior, -53, female
16437, BISHT Riya, India, 07-12-2001, 1.13, senior, -53, female
16438, RAKOTOANOSY Sahondra Suzanne, Madagascar, 11-11-1111, 1.13, senior, -53, female
16439, RACHE Alexandra Geanina, Romania, 11-11-1111, 1.13, senior, -53, female
16440, SMITH SALDANA TORRES Angelyn, Colombia, 23-12-2004, 1.13, senior, -53, female
16441, CORRIGAN Lindsey, United States of America, 08-10-2004, 1.13, senior, -53, female
16442, SECK Sokhna Diarra Bousso, Senegal, 05-01-1997, 1.03, senior, -53, female
16443, CALVO GOMEZ Eva, Spain, 28-07-1991, 1.02, senior, -53, female
16444, SANTERRE Frederique, Canada, 11-11-1111, 1.02, senior, -53, female
16445, SMITH Jordyn, United Kingdom of Great Britai, 11-11-1111, 1.02, senior, -53, female
16446, CHORBANOVA Nikol Vasileva, Bulgaria, 05-12-1997, 1.01, senior, -53, female
16447, BAYAA Rim, Sweden, 13-08-2001, 1, senior, -53, female
16448, KIM Min-Jeong, Korea, 17-02-1995, 1, senior, -53, female
16449, KARAGIANNI Maria Eleni, Greece, 11-11-1111, 0.99, senior, -53, female
16450, DIOMANDE Banassa, Cote d'Ivoire, 18-07-1993, 0.97, senior, -53, female
16451, HUANG Yun-Wen, Taiwan, 04-11-1994, 0.97, senior, -53, female
16452, SIRIPORNPERMSAK Vipawan, Thailand, 09-05-2000, 0.96, senior, -53, female
16453, CABEL SOLAZ Lorena, Spain, 11-11-1111, 0.96, senior, -53, female
16454, EL HADDAD Anna, Lebanon, 26-11-1999, 0.96, senior, -53, female
16455, MITSKEVICH Monika, Belarus, 11-11-1111, 0.94, senior, -53, female
16456, EL HADDADI Houda, Morocco, 11-11-1111, 0.94, senior, -53, female
16457, NARAYAN Anegha Slodhika, Fiji, 11-11-1111, 0.94, senior, -53, female
16458, TORONJADZE Lika, Georgia, 28-06-1998, 0.94, senior, -53, female
16459, JAVADI KOUCHAKSARAEI Parisa, Iran, 04-09-1999, 0.92, senior, -53, female
16460, RASTOVIC Tanja, Hrvatska, 09-10-1995, 0.91, senior, -53, female
16461, TOVES Amber Elizabeth Garrido, Guam, 05-05-1995, 0.91, senior, -53, female
16462, LAURYGAN Celin, France, 10-02-1996, 0.89, senior, -53, female
16463, MALAK WAHBA Hedaya, Egypt, 21-04-1993, 0.87, senior, -53, female
16464, MANJARREZ BASTIDAS Itzel Adilene, Mexico, 10-04-1990, 0.85, senior, -53, female
16465, ROCHA Bruna, Brazil, 11-11-1111, 0.84, senior, -53, female
16466, RANDRIANISA Tiavo, France, 21-03-2000, 0.84, senior, -53, female
16467, ZANINOVIC Ana, Hrvatska, 26-06-1987, 0.82, senior, -53, female
16468, GURUNG Neema, Nepal, 28-11-1995, 0.82, senior, -53, female
16469, SAPARBEK Zhazira, Kazakhstan, 13-08-1997, 0.82, senior, -53, female
16470, CIDEM Ipek, Turkey, 15-05-1997, 0.82, senior, -53, female
16471, DIEDHIOU Bineta, Senegal, 08-01-1986, 0.82, senior, -53, female
16472, FALL Ngone, Senegal, 11-01-1998, 0.81, senior, -53, female
16473, ANDRIIANENKO Elizaveta, Russian Federation, 11-11-1111, 0.81, senior, -53, female
16474, DINIS SANTOS LIMA Nathalia, Brazil, 11-11-1111, 0.8, senior, -53, female
16475, SONKHAM Chanatip, Thailand, 01-03-1991, 0.79, senior, -53, female
16476, JEROM Andrea, Canada, 15-09-1998, 0.79, senior, -53, female
16477, ENGLISH Kyah, Australia, 21-03-1999, 0.78, senior, -53, female
16478, KOSIMOVA Zariya, Uzbekistan, 19-03-1996, 0.78, senior, -53, female
16479, RIVERA RIOS Mirnellys, Puerto Rico, 11-11-1111, 0.77, senior, -53, female
16480, GARCIA AUNON Lydia, Spain, 25-02-1999, 0.76, senior, -53, female
16481, DIAW Yacine, Senegal, 29-09-1996, 0.75, senior, -53, female
16482, ABDOURAHAMANE Oumoudine, Niger, 11-11-1111, 0.75, senior, -53, female
16483, ALBRHO DIBO Aoush, Syrian, 11-11-1111, 0.75, senior, -53, female
16484, ABDOU Balkissa, Niger, 11-11-1111, 0.75, senior, -53, female
16485, LEE Jaehee, Korea, 11-11-1111, 0.75, senior, -53, female
16486, ABDELRAHEM Jana, Jordan, 11-11-1111, 0.75, senior, -53, female
16487, GALAZ Javiera, Chile, 11-11-1111, 0.75, senior, -53, female
16488, PARRA LUNA Nancy Jovana, Mexico, 11-11-1111, 0.75, senior, -53, female
16489, CASTILLO Elizabeth, Chile, 11-11-1111, 0.75, senior, -53, female
16490, PARRA Samira, Venezuela, 11-11-1111, 0.75, senior, -53, female
16491, CHANGI Parimah, Iran, 11-11-1111, 0.75, senior, -53, female
16492, BYE Bye, New Zealand, 11-11-1111, 0.75, senior, -53, female
16493, DIAZ RAMIREZ Marcela, Costa Rica, 11-11-1111, 0.75, senior, -53, female
16494, ASHRAF MOHAMED AHMED HAMDAN Lougina, Egypt, 11-11-1111, 0.75, senior, -53, female
16495, REHMAN Sarah, Pakistan, 11-11-1111, 0.75, senior, -53, female
16496, NARVAEZ Erika, Nicaragua, 11-11-1111, 0.75, senior, -53, female
16497, TYPOU Anastasia, Australia, 11-11-1111, 0.75, senior, -53, female
16498, BRACK Kinnari, Switzerland, 11-11-1111, 0.75, senior, -53, female
16499, PERSSON Caroline, Sweden, 25-03-1986, 0.75, senior, -53, female
16500, BRYHIDA Erika, Ukraine, 11-11-1111, 0.75, senior, -53, female
16501, PADASHI Avin, Iran, 11-11-1111, 0.75, senior, -53, female
16502, KHAZAEI Mahshad, Iran, 11-11-1111, 0.75, senior, -53, female
16503, BANIMUALLA Badreyah, United Arab Emirates, 11-11-1111, 0.75, senior, -53, female
16504, MESHRI Kushi Chiragbhai, India, 11-11-1111, 0.75, senior, -53, female
16505, MIZBAN Sara, Iran, 11-11-1111, 0.75, senior, -53, female
16506, AL HALWANI Elisa, Italy, 11-11-1111, 0.75, senior, -53, female
16507, KOTWAL Neeshita Suneet, India, 11-11-1111, 0.75, senior, -53, female
16508, SCHARDOSIN Giovanna, Brazil, 11-11-1111, 0.75, senior, -53, female
16509, DERAI Mansouria, Denmark, 31-01-2001, 0.75, senior, -53, female
16510, MORALDE Jet, United States of America, 11-11-1111, 0.75, senior, -53, female
16511, MAKAS Dzejla, , 11-11-1111, 0.75, senior, -53, female
16512, JIMENEZ LAMA Maria, Spain, 11-11-1111, 0.75, senior, -53, female
16513, SIKORSKA Sofia, Ukraine, 19-09-2003, 0.75, senior, -53, female
16514, RIMON Moria, Israel, 11-11-1111, 0.75, senior, -53, female
16515, WOLF Jessica, Germany, 31-12-2003, 0.75, senior, -53, female
16516, CHAARI Sarah, Belgium, 11-11-1111, 0.75, senior, -53, female
16517, JIRANKOVA Iveta, Czech Republic, 10-10-1995, 0.75, senior, -53, female
16518, CALDERON Maria Paz, Argentina, 11-11-1111, 0.75, senior, -53, female
16519, STAMENKOVIC Teodora, Serbia, 11-11-1111, 0.75, senior, -53, female
16520, GONZALEZ MARROQUIN Jackeline Ana Daniella, Guatemala, 10-07-2003, 0.75, senior, -53, female
16521, RAHMAN Noor, Pakistan, 11-11-1111, 0.75, senior, -53, female
16522, KAZIMI Lara Osama e, Saudi Arabia, 11-11-1111, 0.75, senior, -53, female
